unit_id,kind,district_id,unit_name,lat,lon,status,speed_profile,source
UNIT-0591,station,MH-PAL,Police Station – Palghar,19.596373,72.883669,active,urban,osm
UNIT-0592,station,MH-THA,Golden Nest Police Chowki,19.295588,72.858635,active,urban,osm
UNIT-0593,station,MH-MSB,Borivali Police Station,19.229498,72.855780,active,urban,osm
UNIT-0594,station,MH-MSB,Police Station – Mumbai Suburban,19.229495,72.855948,active,urban,osm
UNIT-0595,station,MH-MSB,Police Station – Mumbai Suburban,19.228207,72.858217,active,urban,osm
UNIT-0596,station,MH-MSB,Samatanagar Police Station,19.199839,72.861415,active,urban,osm
UNIT-0597,station,HR-ROH,Women Police Station Rohtak,28.898210,76.592409,active,semi_urban,osm
UNIT-0598,station,HR-ROH,Police Station – Rohtak,28.880139,76.586075,active,semi_urban,osm
UNIT-0599,station,HR-ROH,Railway Police,28.890377,76.580873,active,semi_urban,osm
UNIT-0600,station,UP-PRJ,Jhunsi Police Chowki,25.428884,81.913829,active,rural,osm
UNIT-0601,station,UP-PRJ,Jhunsi Police Station,25.429965,81.905218,active,rural,osm
UNIT-0602,station,UP-PRJ,allapur police chauki,25.457760,81.869752,active,rural,osm
UNIT-0603,station,UP-PRJ,Police Chowki,25.463645,81.869127,active,rural,osm
UNIT-0604,station,MH-NAG,Police Station Dhantoli,21.137389,79.085355,active,urban,osm
UNIT-0605,station,MH-NAG,Police Station – Nagpur,21.128495,79.067891,active,urban,osm
UNIT-0606,station,MH-NAG,Bajajnagar Police Station,21.125992,79.068694,active,urban,osm
UNIT-0607,station,MH-NAG,Regional Police Training School,21.121470,79.057768,active,urban,osm
UNIT-0608,station,MH-NAG,RanaPratapnagar Police Station,21.115537,79.039834,active,urban,osm
UNIT-0609,station,MH-NAG,MIDC Police Station,21.124765,79.011034,active,urban,osm
UNIT-0610,station,MH-NAG,Police Station Kalmeshwar,21.234093,78.911444,active,urban,osm
UNIT-0611,station,MH-WAR,Police Headquarter Wardha,20.745134,78.607942,active,semi_urban,osm
UNIT-0612,station,MH-WAR,Police Station Sawangi (M),20.714499,78.574331,inactive,semi_urban,osm
UNIT-0613,station,MH-WAR,Police Station Wardha,20.736454,78.599305,active,semi_urban,osm
UNIT-0614,station,UP-BAN,tindwari police station,25.616864,80.524794,inactive,rural,osm
UNIT-0615,station,UP-GBN,Sector 135 Police,28.500052,77.401472,active,urban,osm
UNIT-0616,station,UP-GBN,Police,28.528936,77.384565,active,urban,osm
UNIT-0617,station,UP-GBN,Police Station – Gautam Buddha Nagar,28.539246,77.340130,active,urban,osm
UNIT-0618,station,UP-GBN,Cyber Crime Police Station,28.571707,77.351423,active,urban,osm
UNIT-0619,station,UP-GBN,Police Station – Gautam Buddha Nagar,28.577965,77.337526,active,urban,osm
UNIT-0620,station,UP-GBN,Police Station Sector-12,28.593245,77.340606,active,urban,osm
UNIT-0621,station,UP-GBN,Noida Sector 24 Police Station,28.589112,77.351486,active,urban,osm
UNIT-0622,station,UP-GBN,Police Station – Gautam Buddha Nagar,28.560491,77.365795,active,urban,osm
UNIT-0623,station,UP-GHA,Police Station – Ghaziabad,28.630185,77.434003,active,urban,osm
UNIT-0624,station,UP-GHA,Police Station – Ghaziabad,28.657834,77.430458,active,urban,osm
UNIT-0625,station,UP-GHA,Police Station – Ghaziabad,28.655862,77.433346,inactive,urban,osm
UNIT-0626,station,MH-AMR,Nandgaon Khandeshwar Police Station,20.691275,77.837962,active,semi_urban,osm
UNIT-0627,station,MH-AMR,"Office of Superintendant of Police, Amravati",20.938610,77.778067,active,semi_urban,osm
UNIT-0628,station,MH-AMR,Police Station Frezarpura,20.932376,77.776263,active,semi_urban,osm
UNIT-0629,station,MH-AMR,"Amravati City Kotwali, Police Station",20.930163,77.753666,active,semi_urban,osm
UNIT-0630,station,MH-AMR,Nagpuri Gate Police Station,20.936337,77.744445,active,semi_urban,osm
UNIT-0631,station,MH-AMR,Kholapuri Gate Police station,20.934026,77.738952,active,semi_urban,osm
UNIT-0632,station,MH-AKO,Police Station – Akola,20.707857,76.994558,active,semi_urban,osm
UNIT-0633,station,MH-HIN,Hingoli Town Police Station,19.713165,77.143347,active,rural,osm
UNIT-0634,station,MH-AUR,Police,20.580054,75.724966,active,semi_urban,osm
UNIT-0635,station,MH-JAL,Chopda Gramin Police station,21.244943,75.292517,active,semi_urban,osm
UNIT-0636,station,MH-DHU,State Reserve Police Force (S. R. P. F.),20.889692,74.733591,active,rural,osm
UNIT-0637,station,MH-AHM,Kopargaon police station,19.878721,74.479119,active,rural,osm
UNIT-0638,station,MH-AHM,Loni Police Station,19.578195,74.476231,active,rural,osm
UNIT-0639,station,MH-NAS,Niphad Police Station,20.077526,74.107037,active,semi_urban,osm
UNIT-0640,station,MH-NAS,City Police Station,20.043624,74.490170,inactive,semi_urban,osm
UNIT-0641,station,MH-NAS,"Sarkarwada Police Station, Gangapur Road",20.005643,73.779722,inactive,semi_urban,osm
UNIT-0642,station,MH-NAS,Panchavato Karanja Police Chowky,20.009745,73.794592,active,semi_urban,osm
UNIT-0643,station,HR-FAR,Police chowki NIT 3,28.395943,77.290078,active,urban,osm
UNIT-0644,station,HR-FAR,Police Station – Faridabad,28.430981,77.297133,active,urban,osm
UNIT-0645,station,HR-FAR,Police Station – Faridabad,28.369480,77.335057,active,urban,osm
UNIT-0646,station,HR-PAL,Police Station – Palwal,28.256319,77.288712,inactive,rural,osm
UNIT-0647,station,HR-FAR,Police Station – Faridabad,28.266971,77.287567,active,urban,osm
UNIT-0648,station,HR-FAR,Maangar Police Chowki,28.407030,77.192645,active,urban,osm
UNIT-0649,station,HR-GUR,Police Station Sector 56,28.424827,77.103151,active,urban,osm
UNIT-0650,station,HR-GUR,Police Station Sec 51,28.428183,77.060128,active,urban,osm
UNIT-0651,station,HR-GUR,Police Station Sadar,28.429162,77.037512,active,urban,osm
UNIT-0652,station,HR-GUR,Police Chauki,28.401589,77.005395,active,urban,osm
UNIT-0653,station,UP-GHA,Police Station,28.659229,77.448459,active,urban,osm
UNIT-0654,station,UP-GHA,Central Industrial Security Force Police Station,28.636246,77.378656,active,urban,osm
UNIT-0655,station,UP-GHA,Shipra Police station,28.637807,77.378263,active,urban,osm
UNIT-0656,station,UP-GHA,Vaishali POlice Station,28.649076,77.351243,active,urban,osm
UNIT-0657,station,UP-GHA,"Police Post, Sector 17, Vasundhara",28.652131,77.355882,active,urban,osm
UNIT-0658,station,UP-GHA,Police station Surya nagar,28.669210,77.331314,active,urban,osm
UNIT-0659,station,JH-DHA,Barora Police Station,23.813273,86.237528,active,urban,osm
UNIT-0660,station,UP-GHA,"Police Post Kaushambi, Police Station Indirapuram",28.642188,77.327065,active,urban,osm
UNIT-0661,station,UP-SAH,Badgaon Police Station,29.708877,77.530046,active,semi_urban,osm
UNIT-0662,station,JH-BOK,Rajrappa Police Station,23.591642,85.677451,active,semi_urban,osm
UNIT-0663,station,JH-RAN,Bariatu Thana Police Station,23.393413,85.348445,inactive,semi_urban,osm
UNIT-0664,station,JH-RAN,Airport Police Station,23.305114,85.342492,active,semi_urban,osm
UNIT-0665,station,JH-RAN,Police Station Kharsidag,23.266921,85.379655,active,semi_urban,osm
UNIT-0666,station,UP-GBN,"Police Chowki, Sector 18",28.571074,77.323904,active,urban,osm
UNIT-0667,station,UP-GBN,"Police Chowki, Sector 18",28.571074,77.323904,active,urban,osm
UNIT-0668,station,UP-VAR,Sankat Mochan Police Chowki,25.283235,82.999813,active,semi_urban,osm
UNIT-0669,station,UP-VAR,Police Station – Varanasi,25.299981,83.001548,active,semi_urban,osm
UNIT-0670,station,UP-VAR,Sigra Thana Police Station,25.318468,82.990580,active,semi_urban,osm
UNIT-0671,station,UP-VAR,Luxa Police Thana,25.308465,82.999662,active,semi_urban,osm
UNIT-0672,station,UP-VAR,Water Police Varanasi,25.307154,83.010410,active,semi_urban,osm
UNIT-0673,station,UP-CHA,Police Station – Chandauli,25.271936,83.145383,active,rural,osm
UNIT-0674,station,UP-VAR,Police Station – Varanasi,25.356690,82.955038,inactive,semi_urban,osm
UNIT-0675,station,UP-VAR,police chauki,25.353802,82.966067,active,semi_urban,osm
UNIT-0676,station,UP-VAR,"Mahmoorganj Police Station , Bhelupur,Varanasi.",25.302875,82.973436,active,semi_urban,osm
UNIT-0677,station,UP-VAR,Police Chowki Sunderpur,25.284208,82.969402,active,semi_urban,osm
UNIT-0678,station,UP-VAR,Manduadih Police Station,25.301763,82.966341,active,semi_urban,osm
UNIT-0679,station,UP-VAR,BLW Police Chauki,25.283516,82.955392,active,semi_urban,osm
UNIT-0680,station,MH-CHA,Ghugus Police Station,19.942717,79.115679,inactive,semi_urban,osm
UNIT-0681,station,MH-CHA,chek post Police Station,19.953887,79.100185,active,semi_urban,osm
UNIT-0682,station,MH-CHA,"Sub Police Station, Patan",19.631105,79.201044,active,semi_urban,osm
UNIT-0683,station,MH-YAV,Traffic police,20.057266,78.950881,active,rural,osm
UNIT-0684,station,MH-YAV,Police station wani,20.057663,78.951194,active,rural,osm
UNIT-0685,station,MH-CHA,Bhadrawati Police Station,20.100820,79.124115,active,semi_urban,osm
UNIT-0686,station,MH-CHA,Police Station Warora,20.241889,79.009197,active,semi_urban,osm
UNIT-0687,station,MH-NAG,Umred Police Station,20.847341,79.326015,active,urban,osm
UNIT-0688,station,MH-BHA,Police Station – Bhandara,21.118094,79.542861,active,rural,osm
UNIT-0689,station,MH-NAG,Police Station Aroli,21.322917,79.439688,active,urban,osm
UNIT-0690,station,MH-NAG,Police Station Mauda,21.145666,79.397253,active,urban,osm
UNIT-0691,station,MH-NAG,Police Station Kanhan,21.225507,79.233885,active,urban,osm
UNIT-0692,station,MH-NAG,Wadi Police Station,21.147363,78.991495,inactive,urban,osm
UNIT-0693,station,MH-NAG,Ambazari Police Station,21.148586,79.055379,active,urban,osm
UNIT-0694,station,MH-NAG,Sadar Solan Police Station,21.161774,79.071402,active,urban,osm
UNIT-0695,station,MH-NAG,Gittikhadan Police Station,21.173675,79.060918,active,urban,osm
UNIT-0696,station,MH-NAG,Jaripatka Police Station,21.188689,79.091877,active,urban,osm
UNIT-0697,station,MH-NAG,Golchha Marg Police Chowky,21.163224,79.076687,active,urban,osm
UNIT-0698,station,MH-NAG,Police Control Room Nagpur City,21.154594,79.072517,active,urban,osm
UNIT-0699,station,MH-NAG,Sitabuldi Police Station,21.144299,79.080338,active,urban,osm
UNIT-0700,station,MH-NAG,Police Station,21.144064,79.083559,inactive,urban,osm
UNIT-0701,station,MH-NAG,Ganeshpeth Police Station,21.142706,79.100796,active,urban,osm
UNIT-0702,station,MH-NAG,Lakdapul Police Station,21.147774,79.112832,active,urban,osm
UNIT-0703,station,JH-SKH,Kadma Police Station,22.799180,86.172295,active,rural,osm
UNIT-0704,station,JH-ESI,Bistupur Police Station.,22.797989,86.184459,active,semi_urban,osm
UNIT-0705,station,JH-SKH,Traffic Police Chowki,22.819330,86.211665,active,rural,osm
UNIT-0706,station,JH-ESI,Police Station,22.766954,86.201650,active,semi_urban,osm
UNIT-0707,station,JH-ESI,Police Station – East Singhbhum,22.768264,86.200436,active,semi_urban,osm
UNIT-0708,station,JH-SKH,Jugsalai Police Station,22.782697,86.184733,active,rural,osm
UNIT-0709,station,JH-WSI,Jhikpani Police Station,22.460628,85.791442,active,rural,osm
UNIT-0710,station,JH-KHU,Khunti Police Station,23.076524,85.278415,active,rural,osm
UNIT-0711,station,JH-KHU,Murhu Police Station,22.961593,85.279616,active,rural,osm
UNIT-0712,station,MH-NAG,Police Station Pachpaoli,21.164244,79.102793,active,urban,osm
UNIT-0713,station,MH-NAG,Kalamana Police Station,21.162799,79.145590,active,urban,osm
UNIT-0714,station,MH-NAG,Yashodhara Nagar Police Station,21.181333,79.125586,active,urban,osm
UNIT-0715,station,MH-NAG,Nandanvan Police Station,21.130454,79.122102,active,urban,osm
UNIT-0716,station,MH-NAG,Nandanvan Police Station,21.136913,79.122057,active,urban,osm
UNIT-0717,station,MH-NAG,Sakkardara Police Station,21.129421,79.114072,active,urban,osm
UNIT-0718,station,MH-NAG,Police Station – Nagpur,21.129416,79.113947,active,urban,osm
UNIT-0719,station,MH-NAG,Hudkeshwar Police Station,21.105796,79.117185,active,urban,osm
UNIT-0720,station,MH-NAG,Sonegao Police Station,21.090538,79.064358,active,urban,osm
UNIT-0721,station,MH-NAG,Police Station-Ajni,21.123399,79.085425,active,urban,osm
UNIT-0722,station,MH-NAG,Ajni Police Station,21.123026,79.097476,active,urban,osm
UNIT-0723,station,MH-NAS,Upnagar Police Station,19.967413,73.822852,active,semi_urban,osm
UNIT-0724,station,MH-NAS,Nehru Nagar Police Station,19.968522,73.825331,active,semi_urban,osm
UNIT-0725,station,MH-NAS,Police Station – Nashik,19.946533,73.842731,active,semi_urban,osm
UNIT-0726,station,MH-NAS,Police Station – Nashik,19.946954,73.841802,active,semi_urban,osm
UNIT-0727,station,MH-NAS,Police Station Igatpuri,19.694727,73.570950,active,semi_urban,osm
UNIT-0728,station,MH-NAS,Police Training Academy,19.994160,73.755051,inactive,semi_urban,osm
UNIT-0729,station,MH-NAS,Ashoknagar Police Station,19.989376,73.713806,inactive,semi_urban,osm
UNIT-0730,station,MH-THA,RTO Police Choky,19.651409,73.494716,active,urban,osm
UNIT-0731,station,MH-THA,Khardi Police Staion,19.585538,73.387944,active,urban,osm
UNIT-0732,station,JH-WSI,Manoharpur Police Station,22.375042,85.196120,active,rural,osm
UNIT-0733,station,JH-WSI,Hat Gamaria Police Station,22.276130,85.738942,active,rural,osm
UNIT-0734,station,JH-WSI,Kumardungi Police Station.,22.224058,85.874972,active,rural,osm
UNIT-0735,station,UP-BAH,टेपरी सिमा सुरक्षा बल Police Station,28.166735,81.311228,active,rural,osm
UNIT-0736,station,UP-SIT,District Jail Police Station,27.569870,80.686233,active,rural,osm
UNIT-0737,station,UP-RAM,Police Station – Rampur,29.053961,79.016298,active,rural,osm
UNIT-0738,station,UP-MOR,Police Station – Moradabad,29.043789,78.754288,active,semi_urban,osm
UNIT-0739,station,MH-PUN,Police Station Talegaon Dabhade,18.714162,73.677143,active,urban,osm
UNIT-0740,station,MH-PUN,Police Station – Pune,18.696715,73.658495,inactive,urban,osm
UNIT-0741,station,MH-PUN,Police Station,18.686306,73.721188,active,urban,osm
UNIT-0742,station,MH-PUN,Pradhikaran Police Chowki,18.662106,73.774177,active,urban,osm
UNIT-0743,station,MH-PUN,Akurdi Police Chowky,18.650809,73.767062,active,urban,osm
UNIT-0744,station,MH-PUN,Police Station Ravet,18.641900,73.755452,active,urban,osm
UNIT-0745,station,UP-MOR,जिला कारागार Police Station,28.841710,78.769812,active,semi_urban,osm
UNIT-0746,station,UP-RAM,"Civil Lines Police Station, Rampur",28.781742,79.019621,inactive,rural,osm
UNIT-0747,station,MH-PUN,Chinchwad Police Station,18.629324,73.779996,active,urban,osm
UNIT-0748,station,MH-PUN,PCMC Police Station,18.639873,73.795019,active,urban,osm
UNIT-0749,station,MH-PUN,Police Station – Pune,18.647890,73.842517,active,urban,osm
UNIT-0750,station,MH-PUN,Khed Police Station,18.854283,73.881256,active,urban,osm
UNIT-0751,station,MH-PUN,Khed Police Station,18.849910,73.886718,active,urban,osm
UNIT-0752,station,MH-PUN,Chakan Police Station,18.759457,73.863314,active,urban,osm
UNIT-0753,station,HR-CHA,Charkhi Dadri Police Station (HQ),28.757603,76.044065,active,rural,synthetic
UNIT-0754,station,HR-JHA,Jhajjar Police Station (HQ),28.596084,76.592929,active,rural,synthetic
UNIT-0755,station,HR-NUH,Nuh Police Station (HQ),28.071963,77.001685,active,rural,synthetic
UNIT-0756,station,HR-PAT,Panipat Police Station (HQ),29.328477,76.930964,active,semi_urban,synthetic
UNIT-0757,station,HR-SIR,Sirsa Police Station (HQ),29.686731,74.924785,active,rural,synthetic
UNIT-0758,station,HR-YAM,Yamunanagar Police Station (HQ),30.245048,77.263539,active,semi_urban,synthetic
UNIT-0759,station,JH-CHA,Chatra Police Station (HQ),24.184304,84.935686,active,rural,synthetic
UNIT-0760,station,JH-DEO,Deoghar Police Station (HQ),24.360583,86.737469,active,rural,synthetic
UNIT-0761,station,JH-DUM,Dumka Police Station (HQ),24.304543,87.245014,active,rural,synthetic
UNIT-0762,station,JH-GAR,Garhwa Police Station (HQ),24.116620,83.695782,active,rural,synthetic
UNIT-0763,station,JH-GIR,Giridih Police Station (HQ),24.336215,86.106864,active,rural,synthetic
UNIT-0764,station,JH-GOD,Godda Police Station (HQ),24.829959,87.299959,active,rural,synthetic
UNIT-0765,station,JH-GUM,Gumla Police Station (HQ),23.069292,84.611239,active,rural,synthetic
UNIT-0766,station,JH-HAZ,Hazaribagh Police Station (HQ),23.970599,85.441263,active,rural,synthetic
UNIT-0767,station,JH-JAM,Jamtara Police Station (HQ),23.923998,86.982043,active,rural,synthetic
UNIT-0768,station,JH-KOD,Koderma Police Station (HQ),24.564523,85.721965,active,rural,synthetic
UNIT-0769,station,JH-LAT,Latehar Police Station (HQ),23.806707,84.500986,active,rural,synthetic
UNIT-0770,station,JH-LOH,Lohardaga Police Station (HQ),23.419813,84.640867,active,rural,synthetic
UNIT-0771,station,JH-PAK,Pakur Police Station (HQ),24.606215,87.685880,active,rural,synthetic
UNIT-0772,station,JH-PAL,Palamu Police Station (HQ),24.192638,84.181008,active,rural,synthetic
UNIT-0773,station,JH-RAM,Ramgarh Police Station (HQ),23.891304,85.447229,active,semi_urban,synthetic
UNIT-0774,station,JH-SAH,Sahibganj Police Station (HQ),24.894129,87.683852,active,rural,synthetic
UNIT-0775,station,JH-SIM,Simdega Police Station (HQ),22.583257,84.628245,active,rural,synthetic
UNIT-0776,station,MH-BEE,Beed Police Station (HQ),18.921487,75.731503,active,rural,synthetic
UNIT-0777,station,MH-BUL,Buldhana Police Station (HQ),20.615198,76.410394,active,rural,synthetic
UNIT-0778,station,MH-GON,Gondia Police Station (HQ),21.225579,80.139529,active,rural,synthetic
UNIT-0779,station,MH-WAS,Washim Police Station (HQ),20.275685,77.301264,active,rural,synthetic
UNIT-0780,station,UP-ALI,Aligarh Police Station (HQ),27.932567,78.036087,active,semi_urban,synthetic
UNIT-0781,station,UP-AYO,Ayodhya Police Station (HQ),26.631763,82.008381,active,rural,synthetic
UNIT-0782,station,UP-AZA,Azamgarh Police Station (HQ),25.996414,83.003948,active,rural,synthetic
UNIT-0783,station,UP-BAI,Barabanki Police Station (HQ),26.941028,81.375216,active,rural,synthetic
UNIT-0784,station,UP-BAS,Basti Police Station (HQ),26.828006,82.670317,active,rural,synthetic
UNIT-0785,station,UP-BHA,Bhadohi Police Station (HQ),25.372397,82.418842,active,rural,synthetic
UNIT-0786,station,UP-BIJ,Bijnor Police Station (HQ),29.328013,78.434180,active,rural,synthetic
UNIT-0787,station,UP-DEO,Deoria Police Station (HQ),26.414093,83.825632,active,rural,synthetic
UNIT-0788,station,UP-FAR,Farrukhabad Police Station (HQ),27.443365,79.474658,active,rural,synthetic
UNIT-0789,station,UP-GHR,Ghazipur Police Station (HQ),25.628434,83.556548,active,rural,synthetic
UNIT-0790,station,UP-HAP,Hapur Police Station (HQ),28.769219,77.770009,active,urban,synthetic
UNIT-0791,station,UP-HAR,Hardoi Police Station (HQ),27.350846,80.288115,active,rural,synthetic
UNIT-0792,station,UP-HAT,Hathras Police Station (HQ),27.603440,78.171181,active,rural,synthetic
UNIT-0793,station,UP-JAU,Jaunpur Police Station (HQ),25.674245,82.548357,active,rural,synthetic
UNIT-0794,station,UP-KAN,Kannauj Police Station (HQ),27.036050,79.647840,active,rural,synthetic
UNIT-0795,station,UP-KND,Kanpur Dehat Police Station (HQ),26.444128,79.965964,active,rural,synthetic
UNIT-0796,station,UP-KAU,Kaushambi Police Station (HQ),25.532433,81.402311,active,rural,synthetic
UNIT-0797,station,UP-LAK,Lakhimpur Kheri Police Station (HQ),28.099693,80.639811,active,rural,synthetic
UNIT-0798,station,UP-MAA,Mahoba Police Station (HQ),25.339050,79.656595,active,rural,synthetic
UNIT-0799,station,UP-MAI,Mainpuri Police Station (HQ),27.182620,79.011457,active,rural,synthetic
UNIT-0800,station,UP-MAU,Mau Police Station (HQ),25.980172,83.485724,active,rural,synthetic
UNIT-0801,station,UP-PIL,Pilibhit Police Station (HQ),28.548794,79.922704,active,rural,synthetic
UNIT-0802,station,UP-PRA,Pratapgarh Police Station (HQ),25.843218,81.923342,active,rural,synthetic
UNIT-0803,station,UP-RAE,Rae Bareli Police Station (HQ),26.239893,81.193798,active,rural,synthetic
UNIT-0804,station,UP-SHI,Shamli Police Station (HQ),29.536135,77.627438,active,semi_urban,synthetic
UNIT-0805,station,UP-SUL,Sultanpur Police Station (HQ),26.297599,82.117011,active,rural,synthetic
UNIT-0806,cyber_cell,MH-MCT,Mumbai City Cyber Cell,18.966976,72.855198,active,urban,synthetic
UNIT-0807,cyber_cell,MH-MSB,Mumbai Suburban Cyber Cell,19.129386,72.852371,active,urban,synthetic
UNIT-0808,cyber_cell,MH-PUN,Pune Cyber Cell,18.541434,73.834489,active,urban,synthetic
UNIT-0809,cyber_cell,MH-THA,Thane Cyber Cell,19.219359,73.018317,active,urban,synthetic
UNIT-0810,cyber_cell,MH-NAG,Nagpur Cyber Cell,21.141782,79.093458,active,urban,synthetic
UNIT-0811,cyber_cell,UP-LKO,Lucknow Cyber Cell,26.879215,80.930177,active,urban,synthetic
UNIT-0812,cyber_cell,UP-GBN,Gautam Buddha Nagar Cyber Cell,28.547913,77.385078,active,urban,synthetic
UNIT-0813,cyber_cell,UP-GHA,Ghaziabad Cyber Cell,28.705748,77.395521,active,urban,synthetic
UNIT-0814,cyber_cell,UP-KNP,Kanpur Nagar Cyber Cell,26.405741,80.250899,active,urban,synthetic
UNIT-0815,cyber_cell,UP-VAR,Varanasi Cyber Cell,25.336211,82.944118,active,urban,synthetic
UNIT-0816,cyber_cell,HR-GUR,Gurugram Cyber Cell,28.453862,77.087544,active,urban,synthetic
UNIT-0817,cyber_cell,HR-FAR,Faridabad Cyber Cell,28.323811,77.311413,active,urban,synthetic
UNIT-0818,cyber_cell,JH-RAN,Ranchi Cyber Cell,23.359966,85.332330,active,urban,synthetic
UNIT-0819,cyber_cell,JH-DHA,Dhanbad Cyber Cell,23.796000,86.478121,active,urban,synthetic
UNIT-0820,cyber_cell,JH-ESI,East Singhbhum Cyber Cell,22.724211,86.333988,active,urban,synthetic
UNIT-0821,patrol,HR-AMB,Mobile Patrol – Ambala 1,30.465315,76.954775,active,semi_urban,synthetic
UNIT-0822,patrol,HR-PAT,Mobile Patrol – Panipat 2,29.138180,76.824510,active,semi_urban,synthetic
UNIT-0823,patrol,UP-JAL,Mobile Patrol – Jalaun 3,26.217333,79.299876,active,rural,synthetic
UNIT-0824,patrol,UP-GBN,Mobile Patrol – Gautam Buddha Nagar 4,28.679185,77.219452,active,urban,synthetic
UNIT-0825,patrol,HR-CHA,Mobile Patrol – Charkhi Dadri 5,28.878630,76.139460,active,rural,synthetic
UNIT-0826,patrol,JH-PAK,Mobile Patrol – Pakur 6,24.649117,87.617000,active,rural,synthetic
UNIT-0827,patrol,UP-BAL,Mobile Patrol – Ballia 7,25.985982,84.090285,active,rural,synthetic
UNIT-0828,patrol,UP-BUD,Mobile Patrol – Budaun 8,28.178752,78.897896,inactive,rural,synthetic
UNIT-0829,patrol,HR-JIN,Mobile Patrol – Jind 9,29.408714,76.392576,active,rural,synthetic
UNIT-0830,patrol,UP-FIR,Mobile Patrol – Firozabad 1,27.345059,78.587571,active,semi_urban,synthetic
UNIT-0831,patrol,HR-YAM,Mobile Patrol – Yamunanagar 2,30.128385,77.231963,active,semi_urban,synthetic
UNIT-0832,patrol,UP-GOR,Mobile Patrol – Gorakhpur 3,26.508867,83.196243,active,rural,synthetic
UNIT-0833,patrol,MH-KOL,Mobile Patrol – Kolhapur 4,16.595802,74.340244,active,semi_urban,synthetic
UNIT-0834,patrol,JH-GUM,Mobile Patrol – Gumla 5,23.181192,84.528808,active,rural,synthetic
UNIT-0835,patrol,MH-OSM,Mobile Patrol – Osmanabad 6,18.196118,76.111190,active,rural,synthetic
UNIT-0836,patrol,MH-MSB,Mobile Patrol – Mumbai Suburban 7,18.984360,72.750625,active,urban,synthetic
UNIT-0837,patrol,UP-SHA,Mobile Patrol – Shahjahanpur 8,27.902918,79.667609,active,rural,synthetic
UNIT-0838,patrol,MH-MCT,Mobile Patrol – Mumbai City 9,18.978508,72.728456,active,urban,synthetic
UNIT-0839,patrol,UP-HAT,Mobile Patrol – Hathras 1,27.799822,78.012114,active,rural,synthetic
UNIT-0840,patrol,MH-JAA,Mobile Patrol – Jalna 2,19.991685,76.106552,inactive,rural,synthetic
UNIT-0841,patrol,MH-SAT,Mobile Patrol – Satara 3,17.608567,73.928452,active,rural,synthetic
UNIT-0842,patrol,UP-SHI,Mobile Patrol – Shamli 4,29.413800,77.457485,active,semi_urban,synthetic
UNIT-0843,patrol,JH-WSI,Mobile Patrol – West Singhbhum 5,22.359372,85.459858,active,rural,synthetic
UNIT-0844,patrol,HR-BHI,Mobile Patrol – Bhiwani 6,28.602501,76.144829,active,rural,synthetic
UNIT-0845,patrol,MH-GAD,Mobile Patrol – Gadchiroli 7,19.879941,80.079410,inactive,rural,synthetic
UNIT-0846,patrol,MH-NAN,Mobile Patrol – Nanded 8,18.969504,77.717407,active,rural,synthetic
UNIT-0847,patrol,HR-CHA,Mobile Patrol – Charkhi Dadri 9,28.885136,76.007663,active,rural,synthetic
UNIT-0848,patrol,MH-WAR,Mobile Patrol – Wardha 1,20.597787,78.402654,active,semi_urban,synthetic
UNIT-0849,patrol,UP-KND,Mobile Patrol – Kanpur Dehat 2,26.269437,79.806519,active,rural,synthetic
UNIT-0850,patrol,UP-PIL,Mobile Patrol – Pilibhit 3,28.410615,79.936303,active,rural,synthetic
UNIT-0851,patrol,UP-BUL,Mobile Patrol – Bulandshahr 4,28.448172,78.013746,active,rural,synthetic
UNIT-0852,patrol,MH-THA,Mobile Patrol – Thane 5,19.194135,72.813691,active,urban,synthetic
UNIT-0853,patrol,UP-BAH,Mobile Patrol – Bahraich 6,27.633008,81.247622,active,rural,synthetic
UNIT-0854,patrol,UP-BAR,Mobile Patrol – Balrampur 7,27.477359,82.434811,active,rural,synthetic
UNIT-0855,patrol,HR-BHI,Mobile Patrol – Bhiwani 8,28.733854,75.968997,active,rural,synthetic
UNIT-0856,patrol,JH-CHA,Mobile Patrol – Chatra 9,24.146791,85.088821,active,rural,synthetic
UNIT-0857,patrol,JH-RAN,Mobile Patrol – Ranchi 1,23.184495,85.145989,active,semi_urban,synthetic
UNIT-0858,patrol,UP-BUL,Mobile Patrol – Bulandshahr 2,28.205622,78.098708,active,rural,synthetic
UNIT-0859,patrol,UP-LAL,Mobile Patrol – Lalitpur 3,24.484500,78.548937,active,rural,synthetic
UNIT-0860,patrol,JH-SKH,Mobile Patrol – Saraikela-Kharsawan 4,23.010268,85.853062,active,rural,synthetic
UNIT-0861,patrol,MH-BEE,Mobile Patrol – Beed 5,18.842133,75.866419,inactive,rural,synthetic
UNIT-0862,patrol,UP-KND,Mobile Patrol – Kanpur Dehat 6,26.369939,80.009022,active,rural,synthetic
UNIT-0863,patrol,JH-BOK,Mobile Patrol – Bokaro 7,23.869975,86.030570,active,semi_urban,synthetic
UNIT-0864,patrol,JH-RAN,Mobile Patrol – Ranchi 8,23.388635,85.467946,active,semi_urban,synthetic
UNIT-0865,patrol,MH-BEE,Mobile Patrol – Beed 9,19.053162,75.604689,active,rural,synthetic
UNIT-0866,patrol,UP-CHA,Mobile Patrol – Chandauli 1,25.300544,83.165466,active,rural,synthetic
UNIT-0867,patrol,JH-PAK,Mobile Patrol – Pakur 2,24.505039,87.775833,active,rural,synthetic
